id,leftFileId,leftFilePath,rightFileId,rightFilePath,similarity,totalOverlap,longestFragment,leftCovered,rightCovered
94,0,/tmp/dolos-unzip-XXXXXXApJPeO/studentM_Y.py,1,/tmp/dolos-unzip-XXXXXXApJPeO/studentP_Z.py,0.2318840579710145,16,7,8,8
93,2,/tmp/dolos-unzip-XXXXXXApJPeO/studentA_X.py,1,/tmp/dolos-unzip-XXXXXXApJPeO/studentP_Z.py,0.1724137931034483,15,7,8,7
92,2,/tmp/dolos-unzip-XXXXXXApJPeO/studentA_X.py,0,/tmp/dolos-unzip-XXXXXXApJPeO/studentM_Y.py,0.14864864864864866,11,3,7,4
